"Task ID","Task Reported Date","Building","Category","Task Type","Level Of Completion","Status","Priority","Problem","Time Left","Asset","Discipline","Finish Date","Task Due By Date","Time Taken"
"B2215M:2020-06/116","07/02/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"COMPLETE","PPM","CO Detector 1M","-1982:01","SV-B2215-00009 - B2215- FL B2 - CO DET","BMS Technician","07/04/2020 09:47","06/03/2020 23:59","0:00"
"B2215M:2020-06/117","07/02/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","CO Detector 1M","-1982:01","SV-B2215-00010 - B2215- FL B1 - CO DET","BMS Technician","29/02/2020 10:20","06/03/2020 23:59","0:10"
"B2215M:2020-08/102","21/02/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Local Control Panel 1M","-1646:01","SV-B2215-00002 - B2215- FL R- CON R - LCP 01","BMS Technician","27/02/2020 07:48","20/03/2020 23:59","0:02"
"SVC-FM:138","20/02/2020 13:15","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-Walls Painting Requird/ الحوائط تحتاج إلى دهان ","-2304:45",,"Civil Technician","24/02/2020 09:55","22/02/2020 13:15","91:01"
"SVC-FM:139","20/02/2020 14:35","B2215 - HUAWEI","Electrical","BREAKDOWN","Completed","COMPLETE","Very Low","SV-اعطال اخرى بالكهرباء/Other electricity failures  ","-2255:25",,"Electrical Engineer","26/02/2020 15:56","24/02/2020 14:35","0:00"
"SVC-FM:140","20/02/2020 16:04","B2215 - HUAWEI","Mechanical","BREAKDOWN","Completed","COMPLETE","Very Low","SV-سباكه/ اعطال اخرى/  Plumbing / Other failures","-2253:56",,"Mechanical Technician","23/02/2020 13:12","24/02/2020 16:04","44:37"
"SVC-FM:141","22/02/2020 09:35","B2215 - HUAWEI","Electrical","BREAKDOWN","Completed","COMPLETE","Very Low","SV-اعطال اخرى بالكهرباء/Other electricity failures  ","-2212:25",,"Electrical Engineer","26/02/2020 15:58","26/02/2020 09:35","0:00"
"SVC-FM:142","22/02/2020 09:38","B2215 - HUAWEI","Electrical","BREAKDOWN","Completed","COMPLETE","Very Low","SV-اعطال اخرى بالكهرباء/Other electricity failures  ","-2212:22",,"Electrical Engineer","22/02/2020 09:45","26/02/2020 09:38","0:00"
"SVC-FM:143","22/02/2020 10:09","B2215 - HUAWEI","Electrical","BREAKDOWN","Completed","COMPLETE","Very Low","SV-اعطال اخرى بالكهرباء/Other electricity failures  ","-2211:51",,"Electrical Engineer","22/02/2020 10:15","26/02/2020 10:09","0:00"
"SVC-FM:148","23/02/2020 11:07","B2215 - HUAWEI","Mechanical","BREAKDOWN","Completed","COMPLETE","Medium","SV-Toilet Blockage/ إنسداد بالحمام ","-2258:53",,"Plumber Technician","23/02/2020 12:05","24/02/2020 11:07","0:39"
"SVC-FM:149","23/02/2020 11:15","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-Door/Window Other Issues/ الباب أو الشباك به مشكلات أخرى ","-2234:45",,"Civil Technician","23/02/2020 13:41","25/02/2020 11:15","0:40"
"SVC-FM:150","23/02/2020 11:21","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-صيانات اثاث/FurniturE maintenance","-2234:39",,"Civil Technician","23/02/2020 13:54","25/02/2020 11:21","0:08"
"SVC-FM:151","23/02/2020 11:27","B2215 - HUAWEI","Mechanical","BREAKDOWN","Completed","COMPLETE","Medium","SV-Toilet Flush Not Working/ سيفون الحمام لا يعمل","-2258:33",,"Mechanical Technician","23/02/2020 12:37","24/02/2020 11:27","0:15"
"SVC-FM:153","23/02/2020 11:34","B2215 - HUAWEI","Electrical","BREAKDOWN","Level 3 Escalation","ASSIGNED","Medium","SV-تغيير لمبات/  changing bulbs","-2258:26",,"Power Technician",,"24/02/2020 11:34","0:00"
"SVC-FM:154","23/02/2020 11:41","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-تثبيت/ تغيير ستارة/  Install / change curtain","-2234:19",,"Civil Technician","23/02/2020 12:54","25/02/2020 11:41","0:06"
"SVC-FM:156","23/02/2020 11:49","B2215 - HUAWEI","Mechanical","BREAKDOWN","Completed","COMPLETE","Very Low","SV-سباكه/ اعطال اخرى/  Plumbing / Other failures","-2186:11",,"Mechanical Technician","25/02/2020 10:50","27/02/2020 11:49","18:52"
"SVC-FM:162","24/02/2020 09:05","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-Ceiling Paint Touch Up/ عمل الرتوش الأخيرة الخاصة بدهان السقف","-2212:55",,"Civil Technician","25/02/2020 15:43","26/02/2020 09:05","0:01"
"SVC-FM:163","24/02/2020 09:08","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-Ceiling Paint Touch Up/ عمل الرتوش الأخيرة الخاصة بدهان السقف","-2212:52",,"Civil Technician","25/02/2020 15:58","26/02/2020 09:08","0:01"
"SVC-FM:164","24/02/2020 09:11","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-Ceiling Paint Touch Up/ عمل الرتوش الأخيرة الخاصة بدهان السقف","-2212:49",,"Civil Technician","26/02/2020 12:59","26/02/2020 09:11","0:09"
"SVC-FM:165","24/02/2020 09:12","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-Ceiling Paint Touch Up/ عمل الرتوش الأخيرة الخاصة بدهان السقف","-2212:48",,"Civil Technician","25/02/2020 15:54","26/02/2020 09:12","0:03"
"SVC-FM:166","24/02/2020 09:17","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Medium","SV-ضبط السقف المعلق","-2236:43",,"Civil Technician","24/02/2020 14:36","25/02/2020 09:17","2:15"
"SVC-FM:167","24/02/2020 09:20","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-Walls Painting Requird/ الحوائط تحتاج إلى دهان ","-2212:40",,"Civil Technician","26/02/2020 12:51","26/02/2020 09:20","0:23"
"SVC-FM:168","24/02/2020 09:22","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-Walls Painting Requird/ الحوائط تحتاج إلى دهان ","-2212:38",,"Civil Technician","26/02/2020 12:07","26/02/2020 09:22","17:53"
"SVC-FM:169","24/02/2020 09:25","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-Walls Needs Repairing/ الحوائط تحتاج إلى إصلاح","-2212:35",,"Civil Technician","25/02/2020 15:31","26/02/2020 09:25","5:52"
"SVC-FM:175","24/02/2020 10:58","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-Door/Window Other Issues/ الباب أو الشباك به مشكلات أخرى ","-2211:02",,"Civil Technician","24/02/2020 14:44","26/02/2020 10:58","0:02"
"SVC-FM:181","24/02/2020 13:42","B2215 - HUAWEI","Mechanical","BREAKDOWN","Completed","COMPLETE","Very Low","SV-سباكه/ اعطال اخرى/  Plumbing / Other failures","-2160:18",,"Mechanical Technician","27/02/2020 13:00","28/02/2020 13:42","17,699,554:60"
"SVC-FM:182","24/02/2020 14:02","B2215 - HUAWEI","Fire Alarm","BREAKDOWN","Completed","COMPLETE","Very Low","SV-اعطال اخرى بنظام انذار الحريق/  Other fire alarm system malfunction","-2159:58",,"F.Alarm Technician","24/02/2020 14:12","28/02/2020 14:02","0:00"
"SVC-FM:185","24/02/2020 14:36","B2215 - HUAWEI","Fire Alarm","BREAKDOWN","Completed","COMPLETE","High","SV-Fire Alarm Panel Fault/ عطل بلوحة إنذارالحريق","-2243:24",,"F.Alarm Technician","24/02/2020 14:48","25/02/2020 02:36","0:00"
"SVC-FM:192","25/02/2020 11:15","B2215 - HUAWEI","Electrical","BREAKDOWN","Completed","COMPLETE","Very Low","SV-اعطال اخرى بالكهرباء/Other electricity failures  ","-2138:45",,"Electrical Engineer","25/02/2020 13:36","29/02/2020 11:15","0:06"
"SVC-FM:193","25/02/2020 11:22","B2215 - HUAWEI","BMS","BREAKDOWN","Completed","COMPLETE","High","SV-BMS Showing Alarm/ظهور إنذار على نظام إدارة المبنى","-2222:38",,"BMS Technician","25/02/2020 11:48","25/02/2020 23:22","0:02"
"SVC-FM:194","25/02/2020 11:50","B2215 - HUAWEI","BMS","BREAKDOWN","Assigned","COMPLETE","Medium","SV-فحص عطل بلوحة LCP/  examination board malfunction LCP","-2210:10",,"BMS Technician","25/02/2020 11:54","26/02/2020 11:50","0:00"
"B2215M:2020-09/103","27/02/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Local Control Panel 3M","-1502:01","SV-B2215-00002 - B2215- FL R- CON R - LCP 01","HVAC Technician","27/02/2020 07:52","26/03/2020 23:59","17,699,549:52"
"B2215M:2020-09/105","27/02/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"COMPLETE","PPM","Local Control Panel 3M","-1502:01","SV-B2215-00003 - B2215- FL R- CON R - LCP 02","HVAC Technician","07/04/2020 09:51","26/03/2020 23:59","0:00"
"B2215M:2020-09/107","27/02/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"COMPLETE","PPM","Local Control Panel 3M","-1502:01","SV-B2215-00004 - B2215- FL B1 - D C R - LCP 03","HVAC Technician","07/04/2020 09:51","26/03/2020 23:59","0:00"
"B2215M:2020-09/109","27/02/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"COMPLETE","PPM","Local Control Panel 3M","-1502:01","SV-B2215-00005 - B2215- FL B2 - PUMP R - LCP 04","HVAC Technician","07/04/2020 09:51","26/03/2020 23:59","0:00"
"B2215M:2020-09/111","27/02/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"COMPLETE","PPM","Local Control Panel 3M","-1502:01","SV-B2215-00006 - B2215- FL B2 - PUMP R - LCP 05","HVAC Technician","07/04/2020 09:51","26/03/2020 23:59","0:00"
"B2215M:2020-09/113","27/02/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"COMPLETE","PPM","Local Control Panel 3M","-1502:01","SV-B2215-00007 - B2215- FL B1 - LV R - LCP 06","HVAC Technician","07/04/2020 09:51","26/03/2020 23:59","0:00"
"B2215M:2020-09/115","27/02/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Local Control Panel 3M","-1502:01","SV-B2215-00008 - B2215- FL B1 - BMS R - LCP TM","HVAC Technician","07/04/2020 09:51","26/03/2020 23:59","5:23"
"B2215M:2020-09/831","27/02/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan 1M","-1502:01","SV-B2215-00309 - B2215- FL R - Exh.Fan 04","HVAC Technician","21/03/2020 12:53","26/03/2020 23:59","0:04"
"B2215M:2020-09/833","27/02/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan 1M","-1502:01","SV-B2215-00310 - B2215- FL R - Exh.Fan 05","HVAC Technician","21/03/2020 12:52","26/03/2020 23:59","0:05"
"B2215M:2020-09/845","27/02/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan 1M","-1502:01","SV-B2215-00316 - B2215- FL R -S.Fan 02","HVAC Technician","21/03/2020 12:52","26/03/2020 23:59","0:03"
"B2215M:2020-09/851","27/02/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan 1M","-1502:01","SV-B2215-00319 - B2215- FL R -S.Fan 05","HVAC Technician","21/03/2020 12:52","26/03/2020 23:59","0:03"
"B2215M:2020-09/855","27/02/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan 1M","-1502:01","SV-B2215-00321 - B2215- FL R -S.Fan 07","HVAC Technician","21/03/2020 12:51","26/03/2020 23:59","0:03"
"B2215M:2020-09/813","28/02/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"COMPLETE","PPM","Variable Speed Drive 1M","-1478:01","SV-B2215-00303-B - B2215- FL R- CON R - VSD 09","HVAC Technician","07/04/2020 09:52","27/03/2020 23:59","0:00"
"B2215M:2020-09/814","28/02/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"COMPLETE","PPM","Variable Speed Drive 1M","-1478:01","SV-B2215-00303-C - B2215- FL R- CON R - VSD 10","HVAC Technician","07/04/2020 09:52","27/03/2020 23:59","0:00"
"B2215M:2020-09/819","28/02/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"COMPLETE","PPM","Variable Speed Drive 1M","-1478:01","SV-B2215-00304-B - B2215- FL R- CON R - VSD 11","HVAC Technician","07/04/2020 09:52","27/03/2020 23:59","0:00"
"B2215M:2020-09/820","28/02/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"COMPLETE","PPM","Variable Speed Drive 1M","-1478:01","SV-B2215-00304-C - B2215- FL R- CON R - VSD 12","HVAC Technician","07/04/2020 09:52","27/03/2020 23:59","0:00"
"B2215M:2020-09/768","29/02/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"COMPLETE","PPM","Pump 6M","-1454:01","SV-B2215-00294-A - B2215- FL B2 - PUMP R - CHWP 01","HVAC Technician","07/04/2020 09:52","28/03/2020 23:59","0:00"
"B2215M:2020-09/772","29/02/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Pump 6M","-1454:01","SV-B2215-00295-A - B2215- FL B2 - PUMP R - CHWP 02","HVAC Technician","26/02/2020 14:32","28/03/2020 23:59","0:05"
"B2215M:2020-09/776","29/02/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"COMPLETE","PPM","Pump 6M","-1454:01","SV-B2215-00296-A - B2215- FL B2 - PUMP R - CHWP 03","HVAC Technician","07/04/2020 09:52","28/03/2020 23:59","0:00"
"B2215M:2020-09/780","29/02/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"COMPLETE","PPM","Pump 6M","-1454:01","SV-B2215-00297 - B2215- FL B2 - SUB P R R - SUB Pump 01","HVAC Technician","07/04/2020 09:52","28/03/2020 23:59","0:00"
"B2215M:2020-09/787","29/02/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Air Handling Unit 6M","-1454:01","SV-B2215-00299-A - B2215- FL R - AHU 01","HVAC Technician","21/03/2020 12:52","28/03/2020 23:59","0:02"
"B2215M:2020-09/793","29/02/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Air Handling Unit 6M","-1454:01","SV-B2215-00300-A - B2215- FL R - AHU 02","HVAC Technician","21/03/2020 12:52","28/03/2020 23:59","0:08"
"B2215M:2020-09/817","29/02/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Air Handling Unit 6M","-1454:01","SV-B2215-00304-A - B2215- FL R - AHU 06","HVAC Technician","21/03/2020 12:51","28/03/2020 23:59","0:07"
"SVC-FM:204","26/02/2020 10:18","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-صيانات اثاث/FurniturE maintenance","-2163:42",,"Civil Technician","26/02/2020 12:32","28/02/2020 10:18","0:33"
"SVC-FM:205","26/02/2020 10:21","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-Door/Window Other Issues/ الباب أو الشباك به مشكلات أخرى ","-2163:39",,"Civil Technician","26/02/2020 11:57","28/02/2020 10:21","0:40"
"SVC-FM:206","26/02/2020 11:25","B2215 - HUAWEI","Mechanical","BREAKDOWN","Completed","COMPLETE","Very Low","SV-سباكه/ اعطال اخرى/  Plumbing / Other failures","-2114:35",,"Mechanical Technician","26/02/2020 12:17","01/03/2020 11:25","0:00"
"SVC-FM:209","26/02/2020 15:55","B2215 - HUAWEI","HVAC","BREAKDOWN","Assigned","ASSIGNED","Very Low","SV-اعطال اخرى بالتكييف/  Other air conditioning failures","-2110:05",,"HVAC Technician",,"01/03/2020 15:55","0:00"
"SVC-FM:210","26/02/2020 16:16","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-Walls Painting Requird/ الحوائط تحتاج إلى دهان ","-2157:44",,"Civil Technician","27/02/2020 15:53","28/02/2020 16:16","17,699,557:52"
"B2215M:102","27/02/2020 10:39","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-تثبيت/ تغيير ستارة/  Install / change curtain","-2139:21",,"Civil Technician","27/02/2020 14:11","29/02/2020 10:39","0:01"
"B2215M:103","27/02/2020 10:42","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-Walls Painting Requird/ الحوائط تحتاج إلى دهان ","-2139:18",,"Civil Technician","29/02/2020 15:47","29/02/2020 10:42","0:10"
"SVC-FM:214","27/02/2020 10:44","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Medium","SV-Floors Repairing/ إصلاح الأرضيات ","-2163:16",,"Civil Technician","27/02/2020 14:13","28/02/2020 10:44","0:01"
"B2215M:104","27/02/2020 10:48","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-Ceiling Paint Touch Up/ عمل الرتوش الأخيرة الخاصة بدهان السقف","-2139:12",,"Civil Technician","29/02/2020 15:41","29/02/2020 10:48","0:07"
"B2215M:105","27/02/2020 10:56","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-Door/Window Other Issues/ الباب أو الشباك به مشكلات أخرى ","-2139:04",,"Civil Technician","27/02/2020 14:09","29/02/2020 10:56","1:17"
"B2215M:2020-10/101","06/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","BMS Personal Computer 3M","-1310:01","SV-B2215-00001 - B2215- FL B1 - BMS R - BMS PC","BMS Technician","13/04/2020 11:53","03/04/2020 23:59","0:01"
"B2215M:2020-10/116","07/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","CO Detector 1M","-1286:01","SV-B2215-00009 - B2215- FL B2 - CO DET","BMS Technician","13/04/2020 12:07","04/04/2020 23:59","0:02"
"B2215M:2020-10/117","07/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","CO Detector 1M","-1286:01","SV-B2215-00010 - B2215- FL B1 - CO DET","BMS Technician","13/04/2020 12:00","04/04/2020 23:59","0:08"
"B2215M:2020-12/102","21/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Local Control Panel 1M","-950:01","SV-B2215-00002 - B2215- FL R- CON R - LCP 01","BMS Technician","13/04/2020 13:02","18/04/2020 23:59","0:01"
"B2215M:2020-12/104","21/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Local Control Panel 1M","-950:01","SV-B2215-00003 - B2215- FL R- CON R - LCP 02","BMS Technician","13/04/2020 12:49","18/04/2020 23:59","0:02"
"B2215M:2020-12/106","21/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Returned","COMPLETE","PPM","Local Control Panel 1M","-950:01","SV-B2215-00004 - B2215- FL B1 - D C R - LCP 03","BMS Technician","03/05/2020 14:37","18/04/2020 23:59","0:00"
"B2215M:2020-12/108","21/03/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"COMPLETE","PPM","Local Control Panel 1M","-950:01","SV-B2215-00005 - B2215- FL B2 - PUMP R - LCP 04","BMS Technician","03/05/2020 14:37","18/04/2020 23:59","0:00"
"B2215M:2020-12/110","21/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Local Control Panel 1M","-950:01","SV-B2215-00006 - B2215- FL B2 - PUMP R - LCP 05","BMS Technician","13/04/2020 13:10","18/04/2020 23:59","0:01"
"B2215M:2020-12/112","21/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Local Control Panel 1M","-950:01","SV-B2215-00007 - B2215- FL B1 - LV R - LCP 06","BMS Technician","13/04/2020 12:49","18/04/2020 23:59","0:01"
"B2215M:2020-12/114","21/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Local Control Panel 1M","-950:01","SV-B2215-00008 - B2215- FL B1 - BMS R - LCP TM","BMS Technician","13/04/2020 13:02","18/04/2020 23:59","0:01"
"B2215M:2020-12/785","21/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Air Handling Unit 1M","-950:01","SV-B2215-00299-A - B2215- FL R - AHU 01","HVAC Technician","13/04/2020 12:14","18/04/2020 23:59","0:04"
"B2215M:2020-13/791","27/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Air Handling Unit 1M","-806:01","SV-B2215-00300-A - B2215- FL R - AHU 02","HVAC Technician","22/04/2020 11:53","24/04/2020 23:59","0:03"
"B2215M:2020-13/797","27/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Air Handling Unit 1M","-806:01","SV-B2215-00301-A - B2215- FL R - AHU 03","HVAC Technician","21/04/2020 11:39","24/04/2020 23:59","0:06"
"B2215M:2020-13/803","27/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Air Handling Unit 1M","-806:01","SV-B2215-00302-A - B2215- FL R - AHU 04","HVAC Technician","22/04/2020 11:59","24/04/2020 23:59","0:02"
"B2215M:2020-13/809","27/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Air Handling Unit 1M","-806:01","SV-B2215-00303-A - B2215- FL R - AHU 05","HVAC Technician","22/04/2020 11:55","24/04/2020 23:59","0:01"
"B2215M:2020-13/815","27/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Air Handling Unit 1M","-806:01","SV-B2215-00304-A - B2215- FL R - AHU 06","HVAC Technician","22/04/2020 12:01","24/04/2020 23:59","0:01"
"B2215M:2020-13/821","27/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Air Handling Unit 1M","-806:01","SV-B2215-00305 - B2215- FL R - AHU 07","HVAC Technician","22/04/2020 12:04","24/04/2020 23:59","0:01"
"B2215M:2020-13/825","27/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan 1M","-806:01","SV-B2215-00306 - B2215- FL R - Exh.Fan 01","HVAC Technician","26/03/2020 12:43","24/04/2020 23:59","0:60"
"B2215M:2020-13/827","27/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan 1M","-806:01","SV-B2215-00307 - B2215- FL R - Exh.Fan 02","HVAC Technician","26/03/2020 12:45","24/04/2020 23:59","0:03"
"B2215M:2020-13/829","27/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan 1M","-806:01","SV-B2215-00308 - B2215- FL R - Exh.Fan 03","HVAC Technician","26/03/2020 12:47","24/04/2020 23:59","0:03"
"B2215M:2020-13/831","27/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan 1M","-806:01","SV-B2215-00309 - B2215- FL R - Exh.Fan 04","HVAC Technician","26/03/2020 12:47","24/04/2020 23:59","0:04"
"B2215M:2020-13/833","27/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan 1M","-806:01","SV-B2215-00310 - B2215- FL R - Exh.Fan 05","HVAC Technician","26/03/2020 12:49","24/04/2020 23:59","0:03"
"B2215M:2020-13/835","27/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan 1M","-806:01","SV-B2215-00311 - B2215- FL R - Exh.Fan 06","HVAC Technician","26/03/2020 12:51","24/04/2020 23:59","0:03"
"B2215M:2020-13/837","27/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan 1M","-806:01","SV-B2215-00312 - B2215- FL R - Exh.Fan 07","HVAC Technician","26/03/2020 12:53","24/04/2020 23:59","0:03"
"B2215M:2020-13/839","27/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan 1M","-806:01","SV-B2215-00313 - B2215- FL R - Exh.Fan 08","HVAC Technician","26/03/2020 12:53","24/04/2020 23:59","0:03"
"B2215M:2020-13/841","27/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan 1M","-806:01","SV-B2215-00314 - B2215- FL R - Exh.Fan 13","HVAC Technician","23/04/2020 10:13","24/04/2020 23:59","0:01"
"B2215M:2020-13/843","27/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan 1M","-806:01","SV-B2215-00315 - B2215- FL R -S.Fan 01","HVAC Technician","26/03/2020 12:56","24/04/2020 23:59","0:03"
"B2215M:2020-13/845","27/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan 1M","-806:01","SV-B2215-00316 - B2215- FL R -S.Fan 02","HVAC Technician","26/03/2020 12:58","24/04/2020 23:59","0:03"
"B2215M:2020-13/847","27/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan 1M","-806:01","SV-B2215-00317 - B2215- FL R -S.Fan 03","HVAC Technician","26/03/2020 12:58","24/04/2020 23:59","0:03"
"B2215M:2020-13/849","27/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan 1M","-806:01","SV-B2215-00318 - B2215- FL R -S.Fan 04","HVAC Technician","26/03/2020 13:00","24/04/2020 23:59","0:03"
"B2215M:2020-13/851","27/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan 1M","-806:01","SV-B2215-00319 - B2215- FL R -S.Fan 05","HVAC Technician","23/04/2020 10:07","24/04/2020 23:59","0:01"
"B2215M:2020-13/853","27/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan 1M","-806:01","SV-B2215-00320 - B2215- FL R -S.Fan 06","HVAC Technician","23/04/2020 10:05","24/04/2020 23:59","0:01"
"B2215M:2020-13/855","27/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan 1M","-806:01","SV-B2215-00321 - B2215- FL R -S.Fan 07","HVAC Technician","23/04/2020 10:05","24/04/2020 23:59","0:01"
"B2215M:2020-13/770","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Variable Speed Drive 1M","-782:01","SV-B2215-00294-B - B2215- FL B2 - PUMP R - VSD 13","BMS Technician","26/04/2020 12:03","25/04/2020 23:59","0:00"
"B2215M:2020-13/774","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Variable Speed Drive 1M","-782:01","SV-B2215-00295-B - B2215- FL B2 - PUMP R - VSD 14","BMS Technician","26/04/2020 12:05","25/04/2020 23:59","0:00"
"B2215M:2020-13/778","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Variable Speed Drive 1M","-782:01","SV-B2215-00296-B - B2215- FL B2 - PUMP R - VSD 15","BMS Technician","26/04/2020 12:01","25/04/2020 23:59","0:00"
"B2215M:2020-13/789","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Variable Speed Drive 1M","-782:01","SV-B2215-00299-B - B2215- FL R- CON R - VSD 01","BMS Technician","29/04/2020 13:19","25/04/2020 23:59","0:00"
