"Task ID","Task Reported Date","Building","Category","Task Type","Level Of Completion","Status","Priority","Problem","Time Left","Asset","Discipline","Finish Date","Task Due By Date","Time Taken"
"B2215M:2020-18/820","28/04/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Variable Speed Drive 1M","-38:02","SV-B2215-00304-C - B2215- FL R- CON R - VSD 12","BMS Technician","27/04/2020 10:15","26/05/2020 23:59","0:01"
"SVC-FM:320","07/04/2020 14:19","B2215 - HUAWEI","Electrical","BREAKDOWN","Rejected","ASSIGNED","Very Low","SV-اعطال اخرى بالكهرباء/Other electricity failures  ","-1127:42",,"Electrical Engineer",,"11/04/2020 14:19","0:00"
"SVC-FM:322","08/04/2020 10:37","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-تثبيت/ تغيير ستارة/  Install / change curtain","-1155:24",,"Civil Technician","08/04/2020 11:12","10/04/2020 10:37","0:00"
"SVC-FM:323","08/04/2020 11:25","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-تثبيت/ تغيير ستارة/  Install / change curtain","-1154:36",,"Civil Technician","08/04/2020 12:14","10/04/2020 11:25","0:00"
"SVC-FM:324","08/04/2020 12:36","B2215 - HUAWEI","Electrical","BREAKDOWN","Completed","COMPLETE","Medium","SV-تغيير لمبات/  changing bulbs","-1177:25",,"Power Technician","18/04/2020 14:44","09/04/2020 12:36","1:10"
"SVC-FM:325","11/04/2020 09:53","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-صيانات اثاث/FurniturE maintenance","-1084:08",,"Civil Technician","11/04/2020 10:08","13/04/2020 09:53","0:00"
"SVC-FM:326","12/04/2020 11:22","B2215 - HUAWEI","Electrical","BREAKDOWN","New","COMPLETE","Very Low","SV-اعطال اخرى بالكهرباء/Other electricity failures  ","-1010:39",,"Electrical Engineer","12/04/2020 11:26","16/04/2020 11:22","0:00"
"SVC-FM:327","12/04/2020 12:55","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Medium","SV-ضبط السقف المعلق","-1081:06",,"Civil Technician","21/04/2020 14:42","13/04/2020 12:55","76:22"
"SVC-FM:328","12/04/2020 13:14","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Medium","SV-ضبط السقف المعلق","-1080:47",,"Civil Technician","12/04/2020 13:18","13/04/2020 13:14","0:00"
"SVC-FM:329","12/04/2020 13:36","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-صيانات اثاث/FurniturE maintenance","-1056:25",,"Civil Technician","12/04/2020 13:42","14/04/2020 13:36","0:00"
"SVC-FM:331","13/04/2020 12:29","B2215 - HUAWEI","Fire Alarm","BREAKDOWN","Level 1 Escalation","ASSIGNED","Emergency","SV-حدوث إنذار حريق/  of a fire alarm","-1075:31",,"F.Alarm Technician",,"13/04/2020 18:29","1:34"
"SVC-FM:332","13/04/2020 13:02","B2215 - HUAWEI","HVAC","BREAKDOWN","Completed","COMPLETE","Medium","SV-AC Water Leakage/تسريب مياه من التكييف","-1056:59",,"HVAC Technician","22/04/2020 11:48","14/04/2020 13:02","0:04"
"SVC-FM:335","15/04/2020 11:58","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","High","SV- Sliding door/ revolving door not working- ضبط باب المدخل الرئيسي/ adjust the main entrance door","-1022:02",,"Civil Technician","15/04/2020 13:02","15/04/2020 23:58","0:00"
"SVC-FM:336","15/04/2020 13:11","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-Door/Window Other Issues/ الباب أو الشباك به مشكلات أخرى ","-984:50",,"Civil Technician","15/04/2020 13:18","17/04/2020 13:11","0:00"
"SVC-FM:338","16/04/2020 10:40","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-صيانات اثاث/FurniturE maintenance","-963:21",,"Civil Technician","16/04/2020 10:46","18/04/2020 10:40","0:00"
"SVC-FM:339","17/04/2020 10:07","B2215 - HUAWEI","Electrical","BREAKDOWN","Completed","COMPLETE","Medium","SV-Power Socket Not Working/ مخارج كهرباء (برايز) لا تعمل","-963:54",,"Power Technician","18/04/2020 14:44","18/04/2020 10:07","2:07"
"SVC-FM:340","18/04/2020 10:21","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Medium","SV-ضبط السقف المعلق","-939:40",,"Civil Technician","18/04/2020 10:36","19/04/2020 10:21","0:00"
"SVC-FM:341","18/04/2020 10:24","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Medium","SV-ضبط السقف المعلق","-939:37",,"Civil Technician","25/04/2020 12:23","19/04/2020 10:24","0:03"
"B2215M:106","18/04/2020 10:29","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-تثبيت سبورة او  برواز/Install blackboards / Frame","-915:32",,"Civil Technician","18/04/2020 12:43","20/04/2020 10:29","0:01"
"B2215M:107","21/04/2020 09:45","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-Door/Window Other Issues/ الباب أو الشباك به مشكلات أخرى ","-844:16",,"Civil Technician","29/04/2020 12:16","23/04/2020 09:45","0:01"
"SVC-FM:343","21/04/2020 11:03","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-تثبيت/ تغيير ستارة/  Install / change curtain","-842:58",,"Civil Technician","21/04/2020 11:18","23/04/2020 11:03","0:00"
"SVC-FM:344","22/04/2020 12:25","B2215 - HUAWEI","Electrical","BREAKDOWN","Completed","COMPLETE","Medium","SV-Power Socket Not Working/ مخارج كهرباء (برايز) لا تعمل","-841:36",,"Power Technician","22/04/2020 12:32","23/04/2020 12:25","0:00"
"SVC-FM:345","22/04/2020 12:38","B2215 - HUAWEI","Electrical","BREAKDOWN","Completed","COMPLETE","Very Low","SV-اعطال اخرى بالكهرباء/Other electricity failures  ","-769:23",,"Electrical Engineer","26/04/2020 12:38","26/04/2020 12:38","0:16"
"SVC-FM:364","24/04/2020 07:48","B2215 - HUAWEI","BMS","BREAKDOWN","Completed","COMPLETE","Low","SV-تشغيل التكييف/  operation of air conditioning","-774:13",,"BMS Technician","24/04/2020 07:50","26/04/2020 07:48","0:00"
"SVC-FM:365","24/04/2020 10:00","B2215 - HUAWEI","HVAC","BREAKDOWN","Completed","COMPLETE","Very Low","SV-اعطال اخرى بالتكييف/  Other air conditioning failures","-724:01",,"HVAC Technician","24/04/2020 10:26","28/04/2020 10:00","0:00"
"SVC-FM:366","24/04/2020 10:31","B2215 - HUAWEI","HVAC","BREAKDOWN","Completed","COMPLETE","Very Low","SV-اعطال اخرى بالتكييف/  Other air conditioning failures","-723:30",,"HVAC Technician","24/04/2020 11:04","28/04/2020 10:31","0:00"
"SVC-FM:367","24/04/2020 11:14","B2215 - HUAWEI","HVAC","BREAKDOWN","Completed","COMPLETE","Very Low","SV-اعطال اخرى بالتكييف/  Other air conditioning failures","-722:47",,"HVAC Technician","24/04/2020 11:40","28/04/2020 11:14","0:00"
"SVC-FM:368","24/04/2020 13:48","B2215 - HUAWEI","BMS","BREAKDOWN","Completed","COMPLETE","High","SV-BMS Showing Alarm/ظهور إنذار على نظام إدارة المبنى","-804:13",,"BMS Technician","24/04/2020 13:50","25/04/2020 01:48","0:00"
"SVC-FM:370","24/04/2020 15:24","B2215 - HUAWEI","BMS","BREAKDOWN","Completed","COMPLETE","High","SV-BMS Showing Alarm/ظهور إنذار على نظام إدارة المبنى","-802:37",,"BMS Technician","24/04/2020 15:32","25/04/2020 03:24","0:00"
"SVC-FM:371","24/04/2020 15:32","B2215 - HUAWEI","Electrical","BREAKDOWN","Completed","COMPLETE","Very Low","SV-اعطال اخرى بالكهرباء/Other electricity failures  ","-718:29",,"Electrical Engineer","24/04/2020 16:20","28/04/2020 15:32","0:06"
"SVC-FM:372","24/04/2020 15:41","B2215 - HUAWEI","BMS","BREAKDOWN","Completed","COMPLETE","High","SV-BMS Showing Alarm/ظهور إنذار على نظام إدارة المبنى","-802:20",,"BMS Technician","24/04/2020 15:52","25/04/2020 03:41","0:00"
"SVC-FM:373","25/04/2020 09:12","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Medium","SV-ضبط السقف المعلق","-772:49",,"Civil Technician","26/04/2020 13:22","26/04/2020 09:12","0:00"
"SVC-FM:375","25/04/2020 12:37","B2215 - HUAWEI","HVAC","BREAKDOWN","Completed","COMPLETE","High","SV-AC Not Working/التكييف لا يعمل","-781:24",,"HVAC Technician","25/04/2020 12:40","26/04/2020 00:37","0:00"
"SVC-FM:376","25/04/2020 13:28","B2215 - HUAWEI","Electrical","BREAKDOWN","Completed","COMPLETE","Very Low","SV-اعطال اخرى بالكهرباء/Other electricity failures  ","-696:33",,"Electrical Engineer","26/04/2020 12:22","29/04/2020 13:28","0:42"
"SVC-FM:377","25/04/2020 12:31","B2215 - HUAWEI","Electrical","BREAKDOWN","Completed","COMPLETE","Very Low","SV-اعطال اخرى بالكهرباء/Other electricity failures  ","-697:30",,"Electrical Engineer","26/04/2020 12:38","29/04/2020 12:31","0:50"
"SVC-FM:378","25/04/2020 14:05","B2215 - HUAWEI","Electrical","BREAKDOWN","Completed","COMPLETE","Very Low","SV-اعطال اخرى بالكهرباء/Other electricity failures  ","-695:56",,"Electrical Engineer","26/04/2020 12:23","29/04/2020 14:05","0:49"
"SVC-FM:379","25/04/2020 11:05","B2215 - HUAWEI","Electrical","BREAKDOWN","Completed","COMPLETE","Very Low","SV-اعطال اخرى بالكهرباء/Other electricity failures  ","-698:56",,"Electrical Engineer","26/04/2020 12:38","29/04/2020 11:05","0:38"
"SVC-FM:380","25/04/2020 14:52","B2215 - HUAWEI","Electrical","BREAKDOWN","Completed","COMPLETE","Very Low","SV-اعطال اخرى بالكهرباء/Other electricity failures  ","-695:09",,"Electrical Engineer","26/04/2020 12:22","29/04/2020 14:52","0:44"
"SVC-FM:381","25/04/2020 20:45","B2215 - HUAWEI","HVAC","BREAKDOWN","Assigned","COMPLETE","High","SV-Chiller Tripped/فصل وحدة المبرد المائي","-773:16",,"HVAC Technician","25/04/2020 20:54","26/04/2020 08:45","0:00"
"SVC-FM:390","25/04/2020 10:54","B2215 - HUAWEI","HVAC","BREAKDOWN","Completed","COMPLETE","Very Low","SV-اعطال اخرى بالتكييف/  Other air conditioning failures","-699:07",,"HVAC Technician","26/04/2020 12:00","29/04/2020 10:54","0:00"
"SVC-FM:391","25/04/2020 11:49","B2215 - HUAWEI","HVAC","BREAKDOWN","Completed","COMPLETE","Very Low","SV-اعطال اخرى بالتكييف/  Other air conditioning failures","-698:12",,"HVAC Technician","26/04/2020 12:00","29/04/2020 11:49","0:00"
"SVC-FM:392","25/04/2020 10:24","B2215 - HUAWEI","HVAC","BREAKDOWN","Completed","COMPLETE","Very Low","SV-اعطال اخرى بالتكييف/  Other air conditioning failures","-699:37",,"HVAC Technician","26/04/2020 12:00","29/04/2020 10:24","0:00"
"SVC-FM:393","25/04/2020 09:40","B2215 - HUAWEI","HVAC","BREAKDOWN","New","COMPLETE","Very Low","SV-اعطال اخرى بالتكييف/  Other air conditioning failures","-700:21",,"HVAC Technician","26/04/2020 12:00","29/04/2020 09:40","0:00"
"SVC-FM:397","26/04/2020 12:22","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-Door/Window Other Issues/ الباب أو الشباك به مشكلات أخرى ","-721:39",,"Civil Supervisor","26/04/2020 13:51","28/04/2020 12:22","0:25"
"SVC-FM:400","26/04/2020 14:15","B2215 - HUAWEI","HVAC","BREAKDOWN","New","COMPLETE","Very Low","SV-اعطال اخرى بالتكييف/  Other air conditioning failures","-671:46",,"HVAC Technician","26/04/2020 14:18","30/04/2020 14:15","0:00"
"SVC-FM:401","26/04/2020 15:37","B2215 - HUAWEI","BMS","BREAKDOWN","Completed","COMPLETE","Low","SV-تشغيل التكييف/  operation of air conditioning","-718:24",,"BMS Supervisor","26/04/2020 16:02","28/04/2020 15:37","0:06"
"SVC-FM:406","26/04/2020 21:26","B2215 - HUAWEI","HVAC","BREAKDOWN","Completed","COMPLETE","High","SV-Chiller Tripped/فصل وحدة المبرد المائي","-748:35",,"HVAC Technician","26/04/2020 21:50","27/04/2020 09:26","0:00"
"SVC-FM:409","27/04/2020 08:18","B2215 - HUAWEI","HVAC","BREAKDOWN","Completed","COMPLETE","High","SV-AC Not Working/التكييف لا يعمل","-737:42",,"HVAC Technician","27/04/2020 08:22","27/04/2020 20:18","0:00"
"SVC-FM:415","27/04/2020 10:59","B2215 - HUAWEI","HVAC","BREAKDOWN","Completed","COMPLETE","Very Low","SV-اعطال اخرى بالتكييف/  Other air conditioning failures","-651:02",,"HVAC Technician","28/04/2020 11:16","01/05/2020 10:59","3:15"
"SVC-FM:427","28/04/2020 13:14","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Medium","SV-ضبط السقف المعلق","-696:47",,"Civil Technician","29/04/2020 11:29","29/04/2020 13:14","0:06"
"SVC-FM:434","29/04/2020 21:25","B2215 - HUAWEI","HVAC","BREAKDOWN","New","COMPLETE","High","SV-Chiller Tripped/فصل وحدة المبرد المائي","-676:36",,"HVAC Technician","29/04/2020 21:28","30/04/2020 09:25","0:00"
"B2215M:2020-18/240","01/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ASSIGNED","PPM","Main Fire Alarm Control Panel 3M","33:57","SV-B2215-00135 - B2215- FL B1 - BMS R - MFACP ","F.Alarm Technician",,"29/05/2020 23:59","0:00"
"B2215M:2020-18/270","01/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ASSIGNED","PPM","Main Fire Alarm Control Panel 3M","33:57","SV-B2215-00151 - B2215- FL 1- OL R - FACP ","F.Alarm Technician",,"29/05/2020 23:59","0:00"
"B2215M:2020-18/283","01/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ASSIGNED","PPM","Repeater For Fire Alarm Control Panel 3M","33:57","SV-B2215-00164 - B2215- FL G - REC - RP ","F.Alarm Technician",,"29/05/2020 23:59","0:00"
"B2215M:2020-19/116","07/05/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","CO Detector 1M","177:57","SV-B2215-00009 - B2215- FL B2 - CO DET","BMS Technician","18/05/2020 10:19","04/06/2020 23:59","0:08"
"B2215M:2020-19/117","07/05/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","CO Detector 1M","177:57","SV-B2215-00010 - B2215- FL B1 - CO DET","BMS Technician","18/05/2020 12:32","04/06/2020 23:59","0:00"
"B2215M:2020-20/786","16/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Air Handling Unit 3M","393:57","SV-B2215-00299-A - B2215- FL R - AHU 01","HVAC Technician",,"13/06/2020 23:59","0:00"
"B2215M:2020-21/102","21/05/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Local Control Panel 1M","513:57","SV-B2215-00002 - B2215- FL R- CON R - LCP 01","BMS Technician","19/05/2020 11:51","18/06/2020 23:59","0:01"
"B2215M:2020-21/104","21/05/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Local Control Panel 1M","513:57","SV-B2215-00003 - B2215- FL R- CON R - LCP 02","BMS Technician","19/05/2020 12:35","18/06/2020 23:59","0:03"
"B2215M:2020-21/106","21/05/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","ASSIGNED","PPM","Local Control Panel 1M","513:57","SV-B2215-00004 - B2215- FL B1 - D C R - LCP 03","BMS Technician",,"18/06/2020 23:59","0:01"
"B2215M:2020-21/108","21/05/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Local Control Panel 1M","513:57","SV-B2215-00005 - B2215- FL B2 - PUMP R - LCP 04","BMS Technician","19/05/2020 11:47","18/06/2020 23:59","0:37"
"B2215M:2020-21/110","21/05/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Local Control Panel 1M","513:57","SV-B2215-00006 - B2215- FL B2 - PUMP R - LCP 05","BMS Technician","19/05/2020 11:05","18/06/2020 23:59","0:03"
"B2215M:2020-21/112","21/05/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Local Control Panel 1M","513:57","SV-B2215-00007 - B2215- FL B1 - LV R - LCP 06","BMS Technician","19/05/2020 10:21","18/06/2020 23:59","0:01"
"B2215M:2020-21/114","21/05/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Local Control Panel 1M","513:57","SV-B2215-00008 - B2215- FL B1 - BMS R - LCP TM","BMS Technician","19/05/2020 10:15","18/06/2020 23:59","0:01"
"B2215M:2020-21/262","21/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ASSIGNED","PPM","Fire Fighting Panel 1M","513:57","SV-B2215-00143 - B2215- FL B1 - BMS R - FFP","F.Alarm Technician",,"18/06/2020 23:59","0:00"
"B2215M:2020-21/263","21/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ASSIGNED","PPM","Fire Fighting Panel 1M","513:57","SV-B2215-00144 - B2215- FL B1 - D C R - FFP","F.Alarm Technician",,"18/06/2020 23:59","0:00"
"B2215M:2020-21/264","21/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ASSIGNED","PPM","Fire Fighting Panel 1M","513:57","SV-B2215-00145 - B2215- FL B1 - RMU R - FFP","F.Alarm Technician",,"18/06/2020 23:59","0:00"
"B2215M:2020-21/265","21/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ASSIGNED","PPM","Fire Fighting Panel 1M","513:57","SV-B2215-00146 - B2215- FL B1 - LV R - FFP","F.Alarm Technician",,"18/06/2020 23:59","0:00"
"B2215M:2020-21/266","21/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ASSIGNED","PPM","Fire Fighting Panel 1M","513:57","SV-B2215-00147 - B2215- FL B1 - UPS R - FFP","F.Alarm Technician",,"18/06/2020 23:59","0:00"
"B2215M:2020-21/267","21/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ASSIGNED","PPM","Fire Fighting Panel 1M","513:57","SV-B2215-00148 - B2215- FL G PA - DATA R - FFP","F.Alarm Technician",,"18/06/2020 23:59","0:00"
"B2215M:2020-21/268","21/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ASSIGNED","PPM","Fire Fighting Panel 1M","513:57","SV-B2215-00149 - B2215- FL G - CCS Room - FFP","F.Alarm Technician",,"18/06/2020 23:59","0:00"
"B2215M:2020-21/269","21/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ASSIGNED","PPM","Fire Fighting Panel 1M","513:57","SV-B2215-00150 - B2215- FL G PB - DATA R - FFP","F.Alarm Technician",,"18/06/2020 23:59","0:00"
"B2215M:2020-21/271","21/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ASSIGNED","PPM","Fire Fighting Panel 1M","513:57","SV-B2215-00152 - B2215- FL 1- OL R - D C R - FFP","F.Alarm Technician",,"18/06/2020 23:59","0:00"
"B2215M:2020-21/272","21/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ASSIGNED","PPM","Fire Fighting Panel 1M","513:57","SV-B2215-00153 - B2215- FL 1 PA - DATA R - FFP","F.Alarm Technician",,"18/06/2020 23:59","0:00"
"B2215M:2020-21/273","21/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ASSIGNED","PPM","Fire Fighting Panel 1M","513:57","SV-B2215-00154 - B2215- FL 1 PB - DATA R - FFP","F.Alarm Technician",,"18/06/2020 23:59","0:00"
"B2215M:2020-21/274","21/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ASSIGNED","PPM","Fire Fighting Panel 1M","513:57","SV-B2215-00155 - B2215- FL 2PA - DATA R - FFP","F.Alarm Technician",,"18/06/2020 23:59","0:00"
"B2215M:2020-21/275","21/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ASSIGNED","PPM","Fire Fighting Panel 1M","513:57","SV-B2215-00156 - B2215- FL 2- CC R - FFP","F.Alarm Technician",,"18/06/2020 23:59","0:00"
"B2215M:2020-21/276","21/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ASSIGNED","PPM","Fire Fighting Panel 1M","513:57","SV-B2215-00157 - B2215- FL 2PB - DATA R - FFP","F.Alarm Technician",,"18/06/2020 23:59","0:00"
"B2215M:2020-21/277","21/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ASSIGNED","PPM","Fire Fighting Panel 1M","513:57","SV-B2215-00158 - B2215- FL 3PA - DATA R - FFP","F.Alarm Technician",,"18/06/2020 23:59","0:00"
"B2215M:2020-21/278","21/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ASSIGNED","PPM","Fire Fighting Panel 1M","513:57","SV-B2215-00159 - B2215- FL 3PB - DATA R - FFP","F.Alarm Technician",,"18/06/2020 23:59","0:00"
"B2215M:2020-21/279","21/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ASSIGNED","PPM","Fire Fighting Panel 1M","513:57","SV-B2215-00160 - B2215- FL 4PA - DATA R - FFP","F.Alarm Technician",,"18/06/2020 23:59","0:00"
"B2215M:2020-21/280","21/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ASSIGNED","PPM","Fire Fighting Panel 1M","513:57","SV-B2215-00161 - B2215- FL 4PB - DATA R - FFP","F.Alarm Technician",,"18/06/2020 23:59","0:00"
"B2215M:2020-21/281","21/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ASSIGNED","PPM","Fire Fighting Panel 1M","513:57","SV-B2215-00162 - B2215- FL 5PA - DATA R - FFP","F.Alarm Technician",,"18/06/2020 23:59","0:00"
"B2215M:2020-21/282","21/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ASSIGNED","PPM","Fire Fighting Panel 1M","513:57","SV-B2215-00163 - B2215- FL 5PB - DATA R - FFP","F.Alarm Technician",,"18/06/2020 23:59","0:00"
"B2215M:2020-21/785","21/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Air Handling Unit 1M","513:57","SV-B2215-00299-A - B2215- FL R - AHU 01","HVAC Technician",,"18/06/2020 23:59","0:00"
"B2215M:2020-21/792","22/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Air Handling Unit 3M","537:57","SV-B2215-00300-A - B2215- FL R - AHU 02","HVAC Technician",,"19/06/2020 23:59","0:00"
"B2215M:2020-21/798","22/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Air Handling Unit 3M","537:57","SV-B2215-00301-A - B2215- FL R - AHU 03","HVAC Technician",,"19/06/2020 23:59","0:00"
"B2215M:2020-21/804","22/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Air Handling Unit 3M","537:57","SV-B2215-00302-A - B2215- FL R - AHU 04","HVAC Technician",,"19/06/2020 23:59","0:00"
"B2215M:2020-21/810","22/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Air Handling Unit 3M","537:57","SV-B2215-00303-A - B2215- FL R - AHU 05","HVAC Technician",,"19/06/2020 23:59","0:00"
"B2215M:2020-21/816","22/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Air Handling Unit 3M","537:57","SV-B2215-00304-A - B2215- FL R - AHU 06","HVAC Technician",,"19/06/2020 23:59","0:00"
"B2215M:2020-21/822","22/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Air Handling Unit 3M","537:57","SV-B2215-00305 - B2215- FL R - AHU 07","HVAC Technician",,"19/06/2020 23:59","0:00"
"B2215M:2020-22/103","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Local Control Panel 3M","657:57","SV-B2215-00002 - B2215- FL R- CON R - LCP 01","BMS Technician","19/05/2020 12:32","24/06/2020 23:59","0:40"
"B2215M:2020-22/105","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Local Control Panel 3M","657:57","SV-B2215-00003 - B2215- FL R- CON R - LCP 02","BMS Technician","19/05/2020 11:49","24/06/2020 23:59","0:01"
"B2215M:2020-22/107","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Local Control Panel 3M","657:57","SV-B2215-00004 - B2215- FL B1 - D C R - LCP 03","BMS Technician","19/05/2020 10:15","24/06/2020 23:59","0:02"
"B2215M:2020-22/109","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Local Control Panel 3M","657:57","SV-B2215-00005 - B2215- FL B2 - PUMP R - LCP 04","BMS Technician","19/05/2020 11:00","24/06/2020 23:59","0:38"
"B2215M:2020-22/111","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Local Control Panel 3M","657:57","SV-B2215-00006 - B2215- FL B2 - PUMP R - LCP 05","BMS Technician","19/05/2020 10:17","24/06/2020 23:59","0:00"
"B2215M:2020-22/113","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Local Control Panel 3M","657:57","SV-B2215-00007 - B2215- FL B1 - LV R - LCP 06","BMS Technician","19/05/2020 10:11","24/06/2020 23:59","0:10"
"B2215M:2020-22/115","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Local Control Panel 3M","657:57","SV-B2215-00008 - B2215- FL B1 - BMS R - LCP TM","BMS Technician","19/05/2020 09:57","24/06/2020 23:59","0:33"
"B2215M:2020-22/129","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Motor Control Center 1M","657:57","SV-B2215-00022 - B2215- FL B2 - SUB P R R - Without Name","Power Technician",,"24/06/2020 23:59","0:00"
"B2215M:2020-22/233","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Motor Control Center 1M","657:57","SV-B2215-00126 - B2215- FL B2 - PUMP R - MCC1 ","Power Technician",,"24/06/2020 23:59","0:00"
"B2215M:2020-22/234","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Motor Control Center 1M","657:57","SV-B2215-00127 - B2215- FL B2 - PUMP R - MCC1 ","Power Technician",,"24/06/2020 23:59","0:00"
"B2215M:2020-22/236","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Motor Control Center 1M","657:57","SV-B2215-00129 - B2215- FL R- CON R - EMCC2","Power Technician",,"24/06/2020 23:59","0:00"
"B2215M:2020-22/238","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Motor Control Center 1M","657:57","SV-B2215-00131 - B2215- FL R- CON R - MCC2","Power Technician",,"24/06/2020 23:59","0:00"
"B2215M:2020-22/239","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Motor Control Center 1M","657:57","SV-B2215-00132 - B2215- FL R- CON R - Without Name","Power Technician",,"24/06/2020 23:59","0:00"
"B2215M:2020-22/791","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Air Handling Unit 1M","657:57","SV-B2215-00300-A - B2215- FL R - AHU 02","HVAC Technician",,"24/06/2020 23:59","0:00"
